"branch","state","state_lc","year","n"
"Navy","Michigan","michigan",1967,28
"Navy","Michigan","michigan",1968,15
"Navy","Michigan","michigan",1969,19
"Navy","Michigan","michigan",1970,12
"Navy","Michigan","michigan",1971,2
"Navy","Michigan","michigan",1972,1
"Navy","Minnesota","minnesota",1964,1
"Navy","Minnesota","minnesota",1965,4
"Navy","Minnesota","minnesota",1966,9
"Navy","Minnesota","minnesota",1967,17
"Navy","Minnesota","minnesota",1968,17
"Navy","Minnesota","minnesota",1969,11
"Navy","Minnesota","minnesota",1970,3
"Navy","Minnesota","minnesota",1972,3
"Navy","Minnesota","minnesota",1973,2
"Navy","Mississippi","mississippi",1966,2
"Navy","Mississippi","mississippi",1967,3
"Navy","Mississippi","mississippi",1968,6
"Navy","Mississippi","mississippi",1969,4
"Navy","Missouri","missouri",1965,3
"Navy","Missouri","missouri",1966,7
"Navy","Missouri","missouri",1967,11
"Navy","Missouri","missouri",1968,12
"Navy","Missouri","missouri",1969,16
"Navy","Missouri","missouri",1970,7
"Navy","Missouri","missouri",1971,1
"Navy","Missouri","missouri",1972,1
"Navy","Montana","montana",1965,1
"Navy","Montana","montana",1966,3
"Navy","Montana","montana",1967,5
"Navy","Montana","montana",1968,8
"Navy","Montana","montana",1969,4
"Navy","Montana","montana",1970,2
"Navy","Nebraska","nebraska",1962,1
"Navy","Nebraska","nebraska",1965,2
"Navy","Nebraska","nebraska",1966,6
"Navy","Nebraska","nebraska",1967,4
"Navy","Nebraska","nebraska",1968,6
"Navy","Nebraska","nebraska",1969,6
"Navy","Nebraska","nebraska",1970,1
"Navy","Nebraska","nebraska",1972,2
"Navy","Nevada","nevada",1967,5
"Navy","Nevada","nevada",1968,4
"Navy","Nevada","nevada",1969,2
"Navy","Nevada","nevada",1970,1
"Navy","Nevada","nevada",1971,1
"Navy","New Hampshire","new hampshire",1965,1
"Navy","New Hampshire","new hampshire",1968,7
"Navy","New Hampshire","new hampshire",1969,1
"Navy","New Jersey","new jersey",1960,1
"Navy","New Jersey","new jersey",1965,3
"Navy","New Jersey","new jersey",1966,12
"Navy","New Jersey","new jersey",1967,14
"Navy","New Jersey","new jersey",1968,12
"Navy","New Jersey","new jersey",1969,15
"Navy","New Jersey","new jersey",1970,5
"Navy","New Jersey","new jersey",1972,3
"Navy","New Mexico","new mexico",1965,1
"Navy","New Mexico","new mexico",1966,1
"Navy","New Mexico","new mexico",1967,4
"Navy","New Mexico","new mexico",1968,8
"Navy","New Mexico","new mexico",1969,6
"Navy","New Mexico","new mexico",1972,1
"Navy","New York","new york",1965,4
"Navy","New York","new york",1966,20
"Navy","New York","new york",1967,37
"Navy","New York","new york",1968,38
"Navy","New York","new york",1969,24
"Navy","New York","new york",1970,15
"Navy","New York","new york",1971,2
"Navy","New York","new york",1972,7
"Navy","New York","new york",1973,1
"Navy","North Carolina","north carolina",1965,2
"Navy","North Carolina","north carolina",1966,9
"Navy","North Carolina","north carolina",1967,12
"Navy","North Carolina","north carolina",1968,11
"Navy","North Carolina","north carolina",1969,11
"Navy","North Carolina","north carolina",1970,3
"Navy","North Carolina","north carolina",1971,1
"Navy","North Carolina","north carolina",1972,3
"Navy","North Dakota","north dakota",1965,1
"Navy","North Dakota","north dakota",1966,2
"Navy","North Dakota","north dakota",1967,3
"Navy","North Dakota","north dakota",1968,5
"Navy","North Dakota","north dakota",1969,1
"Navy","North Dakota","north dakota",1970,1
"Navy","North Dakota","north dakota",1972,1
"Navy","Ohio","ohio",1964,1
"Navy","Ohio","ohio",1965,6
"Navy","Ohio","ohio",1966,16
"Navy","Ohio","ohio",1967,24
"Navy","Ohio","ohio",1968,32
"Navy","Ohio","ohio",1969,22
"Navy","Ohio","ohio",1970,10
"Navy","Ohio","ohio",1971,2
"Navy","Ohio","ohio",1972,7
"Navy","Ohio","ohio",1975,1
"Navy","Oklahoma","oklahoma",1965,3
"Navy","Oklahoma","oklahoma",1966,2
"Navy","Oklahoma","oklahoma",1967,9
"Navy","Oklahoma","oklahoma",1968,8
"Navy","Oklahoma","oklahoma",1969,10
"Navy","Oklahoma","oklahoma",1970,5
"Navy","Oklahoma","oklahoma",1971,1
"Navy","Oklahoma","oklahoma",1972,1
"Navy","Oregon","oregon",1960,1
"Navy","Oregon","oregon",1965,2
"Navy","Oregon","oregon",1966,5
"Navy","Oregon","oregon",1967,14
"Navy","Oregon","oregon",1968,12
"Navy","Oregon","oregon",1969,8
"Navy","Oregon","oregon",1970,3
"Navy","Oregon","oregon",1971,3
"Navy","Oregon","oregon",1972,3
"Navy","Pennsylvania","pennsylvania",1965,10
"Navy","Pennsylvania","pennsylvania",1966,17
"Navy","Pennsylvania","pennsylvania",1967,34
"Navy","Pennsylvania","pennsylvania",1968,40
"Navy","Pennsylvania","pennsylvania",1969,26
"Navy","Pennsylvania","pennsylvania",1970,13
"Navy","Pennsylvania","pennsylvania",1971,3
"Navy","Pennsylvania","pennsylvania",1972,8
"Navy","Pennsylvania","pennsylvania",1973,1
"Navy","Puerto Rico","puerto rico",1968,2
"Navy","Rhode Island","rhode island",1965,1
"Navy","Rhode Island","rhode island",1966,1
"Navy","Rhode Island","rhode island",1967,1
"Navy","Rhode Island","rhode island",1968,1
"Navy","Rhode Island","rhode island",1969,1
"Navy","Rhode Island","rhode island",1972,1
"Navy","South Carolina","south carolina",1962,1
"Navy","South Carolina","south carolina",1966,2
"Navy","South Carolina","south carolina",1967,4
"Navy","South Carolina","south carolina",1968,7
"Navy","South Carolina","south carolina",1969,4
"Navy","South Carolina","south carolina",1970,1
"Navy","South Carolina","south carolina",1971,3
"Navy","South Dakota","south dakota",1966,1
"Navy","South Dakota","south dakota",1967,2
"Navy","South Dakota","south dakota",1968,6
"Navy","South Dakota","south dakota",1969,1
"Navy","South Dakota","south dakota",1970,2
"Navy","Tennessee","tennessee",1966,5
"Navy","Tennessee","tennessee",1967,7
"Navy","Tennessee","tennessee",1968,8
"Navy","Tennessee","tennessee",1969,4
"Navy","Tennessee","tennessee",1970,7
"Navy","Tennessee","tennessee",1972,2
"Navy","Texas","texas",1963,1
"Navy","Texas","texas",1964,1
"Navy","Texas","texas",1965,6
"Navy","Texas","texas",1966,18
"Navy","Texas","texas",1967,40
"Navy","Texas","texas",1968,26
"Navy","Texas","texas",1969,23
"Navy","Texas","texas",1970,21
"Navy","Texas","texas",1971,5
"Navy","Texas","texas",1972,7
"Navy","Utah","utah",1966,2
"Navy","Utah","utah",1967,3
"Navy","Utah","utah",1968,7
"Navy","Utah","utah",1970,2
"Navy","Vermont","vermont",1967,3
"Navy","Vermont","vermont",1968,1
"Navy","Vermont","vermont",1969,1
"Navy","Vermont","vermont",1970,2
"Navy","Virginia","virginia",1965,3
"Navy","Virginia","virginia",1966,5
"Navy","Virginia","virginia",1967,9
"Navy","Virginia","virginia",1968,10
"Navy","Virginia","virginia",1969,12
"Navy","Virginia","virginia",1970,4
"Navy","Virginia","virginia",1971,1
"Navy","Virginia","virginia",1972,4
"Navy","Washington","washington",1964,1
"Navy","Washington","washington",1965,7
"Navy","Washington","washington",1966,12
"Navy","Washington","washington",1967,16
"Navy","Washington","washington",1968,10
"Navy","Washington","washington",1969,11
"Navy","Washington","washington",1970,2
"Navy","Washington","washington",1971,1
"Navy","Washington","washington",1972,2
"Navy","Washington","washington",1973,2
"Navy","West Virginia","west virginia",1965,2
"Navy","West Virginia","west virginia",1966,2
"Navy","West Virginia","west virginia",1967,6
"Navy","West Virginia","west virginia",1968,5
"Navy","West Virginia","west virginia",1969,2
"Navy","West Virginia","west virginia",1970,2
"Navy","West Virginia","west virginia",1971,1
"Navy","West Virginia","west virginia",1972,1
"Navy","Wisconsin","wisconsin",1961,1
"Navy","Wisconsin","wisconsin",1965,5
"Navy","Wisconsin","wisconsin",1966,7
"Navy","Wisconsin","wisconsin",1967,20
"Navy","Wisconsin","wisconsin",1968,24
"Navy","Wisconsin","wisconsin",1969,10
"Navy","Wisconsin","wisconsin",1970,6
"Navy","Wyoming","wyoming",1966,2
"Navy","Wyoming","wyoming",1968,3
"Navy","Wyoming","wyoming",1969,1
